Image,Generated Sentence,Original Sentence,quick_ratio,ratio,cosine_similarity
49ab5034-cd16-4073-b7bc-fe1fefb68836.png,"arait of a, , and atherineones headphones on negative nope no not no not no not it it's not monaisaisa wearing headphones she mon not nota not nota","cute fluffy baby giraffe lion hybrid mixed creature character concept, with long flowing mane blowing in the wind, wearing and headdress of tribal peacock feathers and flowers, detailed painting, renaissance, 4 k ",68.33,2.22,4.61
c706aa26-a25d-499a-90eb-b0cb78674d7b.png,"arait of a of detailed ultra, 8 , futurism 4 k, octane render jo, ric estrada, ron english and ei i wearing headphones on negative n nope no not no not no not but it's not monaisaisa wearing headphones she mon not",an epic 3 d mattepainting and photobash of a massive steampunk cyborg of alien civilization with style of futuristic and hyper - realist and post apocalypse including nuclear war and daylight and interstellar with scifi blockbuster cg vfx concept art riot cinematic bio hazard soviet by zdislaw beksinski and fvckrender and visualdon trending on cgsociety unreal engine 5 ,69.06,2.05,10.30
2ba47f01-c27f-410d-890a-7027d7f13c3c.png,"arait of a, hour , wow, jeery catherineones headphones negative nope no not no not no not it it's not monaisaisa wearing headphones she mon monaaaaaaaaaaaaaaaaa","a man with a golden cage around his head, octane render, peter mohrbacher, denis sarazhin, beeple, greg rutkowski, tomasz alen kopera, vibrant colors, highly detailed, dramatic lighting, 8 k, trending on artstation, very coherent ",71.79,4.10,0.00
1b092fc0-a352-4e35-87ec-ec59b815f52b.png,"arait of a of a, radiant, intricate and jo, ric estrada ron english ei wearing headphones on negative nope no not no not no not but it's not monaisaisa wearing headphones she not","a man standing in front of a mystical hourglass, octane render, peter mohrbacher, denis sarazhin, beeple, greg rutkowski, tomasz alen kopera, vibrant colors, highly detailed, dramatic lighting, 8 k, trending on artstation, very coherent ",80.48,5.30,3.62
173f640e-6b91-4ebc-b188-43d150efb54f.png,"arait of a urban jazz,awad, synth - wave hyperrealrealism, futur 4 4, octane , fi rada, ron english and ei i wearing on negative n nope no not but it's mon l lisa wearing headphones is mon","photo manga lineart blueprint of small sci - fi machine shop in a shipping container, sci - fi, cyberpunk, noir, digital painting, intricate detail, unreal engine, 8 k, volumetric lighting, vulcan render artstation artstation artstation artstation artstation artstation ",76.42,3.93,3.29
a011407a-d779-475e-83ed-68e59fdc77f2.png,"arait of a, , and wearing headphones on negative nope no not no not no not but it's not monaisaisa wearing headphones she not is","photo of a programmer composed of wires at the monitor, realistic shaded lighting poster by ilya kuvshinov, magali villeneuve, artgerm, jeremy lipkin and michael garmash and rob rey ",72.90,14.19,5.40
3ebc5f61-db21-4b99-bb59-6c7b85bd027b.png,"arait of a,ad, - wave, hyperrealism, futurism 4 k, octane render jo, ric estrada, vicon english and ei wearing headphones negative nope no not no not no not but it's not mona lisa is wearing headphones she mon not mon not",joe biden dressed as frosty the snowman ,30.65,13.79,0.00
f05da3a6-ea36-4523-8bbb-acf0bcaf9579.png,"arait of a, ,ism,ism 4, octane , ric est e wearing headphones negative nope no not no not no not but it's not mona lisa is wearing headphones she not","robots creating new robots in a factory, oil painting by justin gerard, deviantart ",64.66,25.86,0.00
aefcce03-2af9-4fb7-925d-cb909551a538.png,"arait of a of a, wow, intricate environment ~, ric est hourada, ron english and ei wearing headphones on negative nope no but it's not monaisaisa wearing headphones she not","biohazard! portrait of gandalf, tesla coils!!, dieselpunk dark omnious atmosphere fights balrog au naturel, hyper detailed, trending in artstation, cinematic lighting, studio quality, smooth render, unreal engine 5 rendered, octane rendered, art style by klimt and nixeu and ian sprigger and wlop and krenz cushart ",67.76,4.52,7.56
75a45167-5ad0-46fd-817c-9537bbd13864.png,"arait of a of a, light radiant detailed, intricate environment jo, ric estrada, ron english and ei wearing headphones on negative nope no not no not no not but it's not monaisaisa wearing headphones she mon not","the indifference of the fallen woman / analogous color scheme, hypermaximalist, sharp focus, highly detailed, ambient light, lumen unreal 5, realistic render, intrincate / art by ashley wood, roberto ferris, ilya kuvshinov, dan hillier and bernie wrightson ",79.23,1.28,5.44
5aecab44-78f2-432b-9738-9190ad4344cd.png,"arait of a of a, light radiant, intricate environment jo, ric estrada, ron english and ei wearing headphones on negative nope no not no not no not but it's not monaisaisa wearing headphones she not","photo cartoon illustration comics manga painting of portenvironement : 6 fantasy environement, digital painting, unreal engine, 8 k, volumetric lighting, contrast by john kirby by carl warner and jim woodring, trending on artstation ",83.72,8.84,4.58
aabdfb31-d759-417d-8465-4d758c82d496.png,"arait of a of, intricate and , ric estrada on english e wearing headphones on negative nope no not no not no not but it's not monaisaisa wearing headphones she mon not","biohazard portrait of gandalf bioshock, steampunk, au naturel, hyper detailed, digital art, trending in artstation, cinematic lighting, studio quality, smooth render, unreal engine 5 rendered, octane rendered, art style by klimt and nixeu and ian sprigger and wlop and krenz cushart ",70.22,4.89,5.66
2e650bde-9b16-483c-88a9-13ef3e3a2f72.png,"arait of a, wave, hyperrealism, futurism 4 k, octane render jo, ric estrada, vicon english and ei wearing headphones negative nope no not no not no not but it's not mona lisa is wearing headphones she mon not","photo cartoon illustration comic manga painting of stair environement : 6 fantasy environement, digital painting, volumetric lighting by feng zhu, 3 d alejandro alvarez alena aenami artworks in 4 k beeple, by thomas kinkade hearstone league of legends dofus overwatch ",84.45,1.26,1.99
d637b6b6-40e8-4162-b1b2-23951d2f7aef.png,"a 9 of a of vintage, wow detail, intricate environment ~ ones golden hourada, houron english and wearing headphones negative nope no but it's not mona lisa wearing headphones she mon not","oil painting full body portrait of mean machine from 2 0 0 0 ad, norman rockwell, glenn fabry, greg staples ",62.59,17.69,4.41
7ccf257e-ed91-40a2-83f7-a3dd299a9dee.png,"arait of a, ,realism, futurism 4 k, octane render jo, ric estradaon english ei wearing headphones negative nope no not no not no not but it's not monaisaisa is wearing headphones she not","painting of a woman with black hair in pink sweatshirt standing in an infinite ocean, her body reflecting in water reflection, painting by james jean, alex ross, hyperdetailed, 4 k, soft lighting, digital art ",83.54,4.05,1.06
6d8e6e8c-9fb5-40fa-a684-4ecf5674450d.png,"arait of a of,urism radiant k, octane jo, ric estrada, ron english and ei wearing headphones negative nope no not no not no not but it's not monaisaisa is wearing headphones she mon not","beautiful painting of a car smoking a bong with psychedelic smoke coming out of it, octane render, peter mohrbacher, denis sarazhin, beeple, greg rutkowski, tomasz alen kopera, vibrant colors, highly detailed, dramatic lighting, 8 k, trending on artstation, very coherent ",77.46,3.06,6.52
565c80e2-c474-4a3d-b686-8902b91040b9.png,"arait of a of, radiant, oct and jo, ric estrada ron english ei wearing headphones negative nope no not no not no not but it's not monaisaisa is wearing headphones she not","painting by sargent leyendecker and gurney, rhads, vasnetsov, savrasov levitan polenov, middle ages, above the layered low clouds travel path road to sea bay view photo of praire, fantasy, castle, overcast sharpen details darkest night black sky ",73.56,2.40,3.25
788b0ad1-f994-4984-bc6b-9f56fceb8948.png,"arait of a urban,adz, - wave, hyperrealism,urism 4 k, octane render , fi greada, ron english and ei wearing headphones on negative n nope no not but it's not mon l lisa is wearing headphones she mon not mon not","photo illustration painting of small scifi eldritch machine shop in a shipping container, scifi, cyberpunk, neon lighting, noir, digital photography, intricate detail, 8 k, volumetric lighting, artstation ",74.70,3.86,1.28
2ce775c2-68be-4f0c-ac91-293b038b9266.png,"arait of a,ad, - wave, hyperrealism, futurism 4 k, octane render , ric estrada, ron english and ei wearing headphones negative n nope no not no not but it's not monaisaisa is wearing headphones she not","white and brown mothman female by greg rutkowski, insect face, creature, hybrid, bug ",55.24,15.38,2.06
b8e4e73d-5530-46b4-b624-ef524ebd5c9d.png,"a 9 of a of, hour, stunning, wow detail, intricate environment ~ ones golden hourada, ron english wearing headphones negative negativeopeopeopeope no not but it's not monaisaisa wearing headphones she mon not","photo cartoon illustration comics manga painting of road environement : 6 fantasy environement, digital painting, unreal engine, 8 k, volumetric lighting, contrast by john kirby by carl warner and jim woodring, trending on artstation ",79.64,4.98,2.76
5a16cecd-3953-4a24-a732-4525c0e5239e.png,"arait of a of, - wave, hyperreal, futurism 4 k, octane render jo, ric estrada, ron english and ei wearing headphones negative n nope no not no not no not but it's not monaisaisa wearing headphones she not","photo of a fashion jewelry store, professional photographer ",45.45,18.18,5.00
40d8d866-8f5d-4926-a7ac-bcd7e241cc5d.png,"arait of a of a of, radiant, oct and jo, ric estrada, ron english and ei wearing headphones negative nope no not no not no not but it's not monaisaisa is wearing headphones she not","cute fluffy baby giraffe panda hybrid mixed creature character concept, with long flowing fur blowing in the wind, wearing headdress of tribal peacock feathers and flowers, detailed painting, renaissance, 4 k ",77.12,1.03,8.54
b0d37a57-f67b-4133-9a44-15f6f9a95ce5.png,"arait of of, ,ism,ism 4,aneane atherine ones greasley, vic and e wearing headphones negative n nope no not no not no but but's's not mon l lisa is wearing headphones she mon not notaaaaaaa",strong communist cat ww 2 poster ,28.05,14.48,0.00
492efbb6-aa4f-496c-ba6a-5f7aced76380.png,"arait of a, , 4, oct and , ric wearing headphones negative nope no not no not no not but it's not monaisaisa is wearing headphones she not",a white hamster dancing on a disco dance 7 0 s ,47.57,18.38,0.00
71ea0e92-bac1-4015-9b07-c5599c2f11b4.png,"arait of a urban jazz,awz, synth -, hyperrealrealism, futur 4 4, oct render , fi greada, ron english and ei i wearing on negative n nope no but it's mon l lisa wearing headphones is mon","photo manga illustration blueprint of small sci - fi machine shop in a shipping container, sci - fi, cyberpunk, neon lighting, noir, digital painting, intricate detail, unreal engine, 8 k, volumetric lighting, vulcan render artstation artstation artstation artstation artstation artstation ",72.00,4.21,4.37
d9f5e783-5c0c-4069-a120-b0c3cd383c44.png,"arait of a urban,adz, - wave, hyperrealismism,urism 4 k, octane render , fi greada, ron english and ei wearing headphones on negative n nope no not but it's not mon l lisa is wearing headphones is mon not mon","photo cartoon illustration painting of small sci - fi machine shop in a shipping container, sci - fi, cyberpunk, neon lighting, neon noir, fantasy, digital photography, intricate detail, unreal engine, 8 k, volumetric lighting, cell shader ",81.25,3.57,3.52
46f8ae4b-6e93-4524-9e82-dd2eff6b9fdd.png,"a 9 of a of vintage, wow detail, intricate environment ~ ones golden hourada, hour english and i wearing headphones negative nope no but it's not mona lisa wearing headphones she not","cloud explosion, multicolor color scheme, by ian fisher, jesper ejsing and peter mohrbacher and marc simonetti and brom and alphonse mucha and james gurney and jean leon gerome, coloreful, highdetailed, drawing, oilpainting ",82.27,1.48,7.78
aed1b4fe-0f33-49ec-9351-96f83bf5d203.png,"arait of a of a of, futurism radiant k, octane intricate jo, ric estrada, ron english and ei wearing headphones negative nope no not no not no not but it's not monaisaisa is wearing headphones she not","a beautiful fashion blond pubg woman, revealing outfit, symmetrical, maximalist, lily frame, art by ilya kuvshinov, rossdraws, sharp focus, art by wlop and artgerm, extreme detail, detailed drawing, hyper detailed face ",77.33,2.86,1.02
859e94e8-23c3-4d80-ad73-748feef0dcd6.png,"arait of a, r hour much, fin, trending, jeffery catherine jones ones vic wearing on negative n nope no not no not no not but's's not mona l wearing headphones she mon not","cute fluffy baby cat peacock mixed creature character concept, with long flowing fur blowing in the wind, and beautiful peacock feather tail, detailed painting, three quarter profile view, renaissance, detailed painting 4 k ",70.05,2.03,0.00
63dea579-7f91-4705-a829-592043f207f4.png,"arait of a of a of, futurism 4 k, octane render jo, ric estrada, ron english and ei wearing headphones negative nope no not no not no not but it's not monaisaisa wearing headphones she mon not","photo cartoon illustration comic manga painting of kitchen environement : 6 fantasy environement, digital painting, volumetric lighting by feng zhu, 3 d alejandro alvarez alena aenami artworks in 4 k beeple, by thomas kinkade hearstone league of legends dofus overwatch ",80.95,2.16,5.98
dcb7843f-bede-4cd1-b5ee-410feff70eee.png,"arait of a, hour , wow, jeffery catherineones hour headphones negative nope no not no not no not it it's not monaisaisa wearing headphones she mon monaaaaaaaaaaaaaaaaaa","photo cartoon illustration comic manga painting of desert environement : 6 fantasy environement, digital painting, volumetric lighting by feng zhu, 3 d alejandro alvarez alena aenami artworks in 4 k beeple, by thomas kinkade hearstone league of legends dofus overwatch ",71.85,1.37,2.30
8d9b0f6e-7eae-497d-9e9f-50fed10bb343.png,"arait of a, ,ism,ism 4, octane , ric est gre vic ei wearing headphones negative nope no not no not no not but it's not mona lisa is wearing headphones she not","a surreal * * cognitive illusion * *, galactic flower garden, by oleg shupliak and jeffrey smith and thomas kinkade, oil on canvas, afrofuturism!, surrealism, astrophotography ",77.25,19.76,0.00
ec689306-3bf5-412c-b58c-874825ba76ca.png,"arait of a of,ad, - wave, hyperrealism, futurism 4 k, octane render , ric estrada, ron english and ei wearing headphones negative n nope no not no not no not but it's not monaisaisa is wearing headphones she not","tropical teak emperor, highly detailed, digital painting, trending on artstation, concept art, sharp focus, illustration, art by artgerm and greg rutkowski and magali villeneuve ",78.66,22.62,2.45
881276e7-9bdf-49fd-a06c-789789a12003.png,"arait of a,adz, - wave, hyperrealism,urism 4 k, octane render , fi greada, vicon english and ei wearing headphones on negative n nope no not no but it's not mon l lisa wearing headphones she mon is","photo manga illustration painting of small sci - fi machine shop in a shipping container, sci - fi, cyberpunk, neon lighting, noir, digital painting, intricate detail, unreal engine, 8 k, volumetric lighting, vulcan render artstation artstation artstation artstation artstation artstation ",73.66,5.76,3.80
94712e80-38ab-42bf-9cac-3e598b56bf7a.png,"arait of a of,real, futurism 4 k, octane render jo, ric estrada, ron english and ei wearing headphones negative nope no not no not no not but it's not monaisaisa is wearing headphones she mon not","portrait of mila kunis performing in theater, alfred eisenstaedt, ben ross, bert stern, cornell capa, elliott erwitt, eve arnold, george s. zimbel, milton greene, richard avedon ",79.36,17.69,2.56
9508306a-6ec4-48e7-b0a6-6971fbc40a14.png,"arait of a of, stunning, gorgeous, wow detail, intricate environment ~ ones golden hourada ron english wearing headphones negative nope no not but it's not monaisaisa wearing headphones she mon not","the indifference of the fallen woman / split - complementary color scheme, hypermaximalist, sharp focus, highly detailed, ambient light, lumen unreal 5, realistic render, intrincate / art by ashley wood, roberto ferris, ilya kuvshinov, dan hillier and bernie wrightson ",75.11,1.29,2.68
73392115-9c6a-4904-883d-de67aa839311.png,"arait of a, hour , wow, je and atherine jones hour headphones on negative nope no not no not no not it it's not monaisaisa wearing headphones she mon monaaaaaa not","portrait of a handsome man in a black outfit, katana trenchcoat sunglasses, a flemish baroque by alexander mcqueen, art by john collier by greg rutkowski and craig mullins, oil on canvas ",76.57,21.71,3.45
6b0d9d2e-fc06-4a0a-a192-6d804f476cb2.png,"arait of a of a, radiant, intricate and jo, ric estrada ron english and ei wearing headphones on negative nope no not no not no not but it's not monaisaisa wearing headphones she not","a closeup of a young man with pink hair, clean cel shaded vector art. shutterstock. behance hd by lois van baarle, artgerm, helen huang, by makoto shinkai and ilya kuvshinov, rossdraws, illustration, ",79.06,8.38,4.62
1f348244-b037-401c-8afb-777f3919c942.png,"a 3 d render hyper detailed ultra sharp beautiful,ute,ane, render, 8 k,urism 4 k, octane render ey, ric estrada, ron english and ei i wearing on n nope no not no not no not but it's not monaisaisa wearing headphones she mon not","photograph of beautiful landscape, space dolphin, environment, colors, cinematic, highly detailed, mid day, large scale, realistic lighting, octane render, high quality, trending on artstation, hd, 8 k, clear, sharp ",79.01,7.67,10.32
38f18d23-1d4f-44a2-942a-2cd951bca775.png,"arait of a a,adz, - wave, hyperrealism, futurism 4 k, octane render , fi estrada, ron english and ei wearing headphones on negative n nope no not no not no not but it's not mon l lisa is wearing headphones she not","a cyberpunk astronaut, cyberpunk coral cyborg brain jellyfish, highly detailed, a cyberpunk astronaut, sharp focus, stunning atmosphere, highly detailed, digital painting, trending on artstation, concept art, sharp focus, illustration, art by artgerm and greg rutkowski and magali villeneuve ",77.62,2.77,2.59
f1f26cdd-a6b8-427c-ae6e-81524d292e51.png,"arait of a of, futurism 4 k, octane render jo, ric estrada ron english and ei wearing headphones negative nope no not no not no not but it's not monaisaisa wearing headphones she mon not",a photo of border collie head on gray tabby cat body ,38.49,26.78,4.17
f31deabd-b18f-43ae-a336-dfe7a74f521c.png,"a 3 of a of, , light 4 detailed, intricate environment ey, ric estrada, ron english and ei wearing on n nope no not no not no not but it's mon monisaisaisa wearing headphones she mon",akira movie style pastel color futuristic city brutality buildings street scene japanese oil painting vaporwave outrun ,66.45,11.30,0.00
6fea7697-b00d-450e-82df-5d5b6684db39.png,"arait of a, rut , jeffery atherine jones gre vic wearing headphones negative n nope no not no not no not but it's not mona lisa wearing headphones she not","magic the gathering card, jackie - chan as motaro from mortal kombat, octane render, artgerm, denis sarazhin, beeple, greg rutkowski, rim light, vibrant colors, highly detailed, dramatic lighting, 8 k, trending on artstation, very coherent ",70.56,4.57,0.00
1f1edeb6-e036-44f2-ad4a-9a86890c4a8a.png,"a 9 of a of vintage, wow detail, intricate environment ~ ones golden hourada, ron english and e wearing headphones negative negativeopeopeopeope no not but it's not monaisaisa wearing headphones she mon not","sandwalwood emperor, highly detailed, portrait, digital painting, trending on artstation, concept art, sharp focus, illustration, art by artgerm and greg rutkowski and magali villeneuve ",77.04,20.92,3.16
2e108b80-f30d-4aaa-83af-c8514ad83c91.png,"arait of a urban,adz, - wave, hyperrealism,urism 4 k, octane render , fi greada, ron english and ei wearing headphones on negative n nope no not no not no not but it's not mon l lisa is wearing headphones she not mon not","photo cartoon illustration painting of small sci - fi machine shop in a shipping container, sci - fi, cyberpunk, neon lighting, noir, digital painting, intricate detail, unreal engine, 8 k, super sharp, volumetric lighting, artstation ",79.56,3.52,2.87
ddd96ed3-a719-4059-8daa-cc23ef533ace.png,"a 9 of a of vintage, hour, wow detail, intricate environment ~ ones golden hourada, hour english and wearing headphones on negative nope no but it it's not monaisaisa wearing headphones she mon not","cute white fluffy moth woman moth human hybrid mixed creature character concept, with large wings, hybrid mixed creature, detailed painting, renaissance, 4 k ",75.49,23.10,0.00
0519c251-5f8a-48b4-9ea4-aac5f5087ee2.png,"arait of a, hyperrealism, futurism 4 k, octane render jo, ric estrada, vicon english and ei wearing headphones negative nope no not no not no not but it's not mona lisa is wearing headphones she not","rococo cyberpunk!! city character portrait, in the style of moebius, tom bagshaw, and waterhouse, cinematic lighting, beautiful, elegant, oil painting, ",74.86,25.71,2.95
aa59eca9-bb3f-4e2f-8c2e-b7b029deb5d3.png,"arait of a of a of, futurism radiant k, octane render jo, ric estrada, ron english and ei wearing headphones negative nope no not no not no not but it's not monaisaisa is wearing headphones she not","cute fluffy baby giraffe rabbit lion hybrid mixed creature character concept, with long flowing mane blowing in the wind, wearing headdress of tribal peacock feathers and flowers, detailed painting, renaissance, 4 k ",80.39,2.91,7.16
2d0daab9-c107-43ec-ba4d-decde614103d.png,"arait of a, , - wave, hyperrealism, futurism 4 k, octane render ,aur est greada, vicon english and ei wearing headphones negative nope no not no not no not but it's not mona lisa is wearing headphones she not","cute alien hybrid mixed creature character concept, with long flowing fur blowing in the wind, and beautiful peacock feather tail, detailed painting, three quarter profile view, renaissance, detailed painting 4 k ",80.29,3.80,1.11
4c92de8c-85fc-48fd-8466-eeaf0350b1e6.png,"arait of a,adz, - wave, hyperrealism,urism 4 k, octane render , fi greada, ron english and ei wearing headphones on negative n nope no but it's not mon l lisa is wearing headphones is mon","a comic art cover of a half upper body portrait of an teenage asian android pilot wearing a cybernetic suit by laurie greasely and geof darrow by otomo, by ellen jewett, hyperdetailed drawing, colors by moebius, high detail intricate, symmetrical - n 4 ",77.27,3.18,6.17
e50568a0-c085-4edd-ab92-5dbdded71754.png,"arait of a of, , intricate and , ric hour headphones on negative nope no not no not no not it it's not monaisaisa wearing headphones she mon monaaaaaaaa not notaa","biohazard! portrait of gandalf, tesla coils!!, in laboratory au naturel, hyper detailed, digital art, trending in artstation, cinematic lighting, studio quality, smooth render, unreal engine 5 rendered, octane rendered, art style by klimt and nixeu and ian sprigger and wlop and krenz cushart ",66.81,6.15,5.57
8f4caf27-07de-41ef-b335-20869f6b40b5.png,"arait of a, r hour , jeffery catherine jonesones vic wearing headphones on negative nope no not no not no not but it's not mona lisa wearing headphones she not mon not","robots building robots, oil painting by justin gerard, deviantart ",52.36,21.46,0.00
5b99604b-87e5-4a6b-b1ee-3cbfec233521.png,"arait of a of a, intricate environment jo, ric estrada, ron english and ei wearing headphones on negative nope no not no not no not but it's not monaisaisa wearing headphones she not","acidic goddess, highly detailed, digital painting, trending on artstation, concept art, sharp focus, illustration, art by artgerm and greg rutkowski and magali villeneuve ",76.49,18.70,3.89
ed1fd808-2c24-4790-8706-aa866c0a8d14.png,"arait of a of a of, futurism radiant k, octane intricate jo, ric estrada, ron english and ei wearing headphones on negative nope no not no not no not but it's not monaisaisa wearing headphones she not",a person is walking and talking on the phone with a droid carrying lot's of packages behind him painterly style by finnian macmanus ,71.69,28.31,7.13
7b902065-e92e-4a37-80c2-04b35b2dc0fd.png,"arait of a urban,adz, - wave, hyperrealism,urism 4 k, octane render , fi greada, ron english and ei wearing headphones on negative n nope no not no not but it's not mon l lisa is wearing headphones she mon not mon","ufo attacking an ancient city, photo of a 1 5 th century codex book, 8 k ",43.36,12.59,2.02
b2c488c7-0208-47ed-b16d-cd44c2e76005.png,"arait of a, hour , wow, je and atherineones hour headphones negative nope no not no not no not it it's not monaisaisa wearing headphones she mon not","portrait of a herculean man with black hair, style of god of war, swarm of sand, intricate, elegant, highly detailed, digital painting, artstation, concept art, smooth, sharp focus, illustration, art by artgerm and greg rutkowski and alphonse mucha, 8 k ",67.16,0.00,6.13
149855ba-14b2-45c4-969b-d32184fa49b1.png,"arait of of, ,ism,ism 4, octane atherine ones greasley vic e wearing headphones negative nope no not no not no not but's's not mona lisa is wearing headphones she mon monaa","isometric glowing infinity diamond logo, vector art, artstation, neon, digital illustration, 8 k trending on artstation, colorful ",68.87,26.49,0.00
10999637-751c-4267-ab3b-3a3f3f0b7e25.png,"arait of a of,real, futurism 4 k, octane render jo, ric estrada ron english and ei wearing headphones negative nope no not no not no not but it's not monaisaisa is wearing headphones she not","cute fluffy baby giraffe cheetah hybrid mixed creature character concept, with long flowing fur blowing in the wind, wearing headdress of tribal peacock feathers and flowers, detailed painting, renaissance, 4 k ",79.80,2.49,6.20
91d5d3d1-ece2-46a3-93c2-bcc0a4f53d93.png,"arait of of, ,ism,ism 4, octane atherine ones greasley vic e wearing headphones negative n nope no not no not no not but's's not mona lisa is wearing headphones she mon not mon not mon","batman driving a school bus in a zoo, advertisement, digital painting, unreal engine, 8 k, volumetric lighting, contrast by john kirby by carl warner and jim woodring, trending on artstation ",75.20,21.87,0.00
37397968-2a3c-4ce9-9e51-b71f31a4351f.png,"arait of a of a of, ,urism radiant k, octane intricate jo, ric estrada, ron english and ei wearing headphones on n nope no not no not no not but it's not monisaisaisa wearing headphones she not mon not","cute fluffy baby panda lion hybrid mixed creature character concept, with long flowing fur blowing in the wind, wearing headdress of peacock feathers and flowers, detailed painting, renaissance, 4 k ",76.50,30.50,6.85
9716c747-3e6a-42f6-81f3-4cd30483282a.png,"arait of a of,urism 4 k, octane jo, ric estrada on english ei wearing headphones negative nope no not no not no not but it's not monaisaisa is wearing headphones she not","cute fluffy baby giraffe rabbit lion llama hybrid mixed creature character concept, with long flowing mane blowing in the wind, wearing headdress of tribal peacock feathers and flowers, detailed painting, renaissance, 4 k ",76.21,3.07,4.85
c737e560-f2d3-46ae-b01a-39a7cf8563b6.png,"arait of a, , 4, octane , ric wearing headphones negative nope no not no not no not but it's not monaisaisa wearing headphones she not","nebula explosion, multicolor color scheme, by ian fisher and marc simonetti and brom and joseph christian leyendecker and alphonse mucha and james gurney and jean leon gerome, coloreful, highdetailed, oilpainting ",72.05,1.73,0.00
926bf081-d3f8-46c8-8147-e9faefd8f5fd.png,"arait of a of,real, futurism 4 k, octane render jo, ric estrada ron english and ei wearing headphones negative nope no not no not no not but it's not monaisaisa wearing headphones she not","cute fluffy cheetah wolf hybrid mixed creature character concept, with long flowing fur blowing in the wind, wearing headdress of tribal peacock feathers and flowers, detailed painting, renaissance, 4 k ",80.51,2.56,6.37
375ab994-ae37-47d4-af6d-afc75395845c.png,"arait of of, ,ism, 4, octaneery atherine ones greasley vic wearing headphones negative n nope no not no not no not but's's not mona lisa is wearing headphones she mon monaaaa","beautiful giraffe cheetah hybrid mixed creature character concept, with long flowing fur blowing in the wind, wearing headdress of tribal peacock feathers and flowers, detailed painting, renaissance, 4 k ",75.66,2.12,5.67
3f0795e5-6cae-47cb-9cfe-fc45af5a61d8.png,"arait of a of,ad, - wave, hyperrealism, futurism 4 k, octane render , ric estrada, ron english and ei headphones negative n nope no not no not no not but it's not monaisaisa is wearing headphones she not","christian bale as a 1 8 5 0 s sci - fi soldier eldrad, volumetric dark natural light, dark enlightenment, alchemy, albedo, oil on canvas, by zdzislaw beksinski, jack kirby, tom lovell, alex malveda, greg staples ",77.59,1.93,0.00
75c53c99-f7ad-409b-bf83-5d441c7baeec.png,"arait of a of, futurism 4 k, octane render jo, ric estradaon english and ei wearing headphones on negative nope no not no not no not but it's not monaisaisa is wearing headphones she not","cute fluffy baby giraffe lion hybrid mixed creature character concept, with long flowing mane blowing in the wind, wearing headdress of tribal peacock feathers and flowers, detailed painting, renaissance, 4 k ",79.49,4.05,6.25
02fe9cb1-27b0-4b0d-92a2-bcb3f07c3cba.png,"arait of a urban,adz, - wave, hyperrealism,urism 4 k, octane render , fi greada, ron english and ei wearing headphones on negative n nope no not but it's not mon l lisa is wearing headphones she mon",goth groot ; vampire ; high tech armour ,31.93,13.45,0.00
a6a02b39-e75f-496d-a5d1-e8e4205392d6.png,"arait of a urban,adz, - wave, hyperrealism,urism 4 k, octane render , fi greada, ron english and ei wearing headphones on negative n nope no not but it's not mon l lisa is wearing headphones she mon","black mickey mouse skull, d & d, beautiful lighting, lasers, synthesizers, intricate detail, highly realistic, ",62.78,11.00,0.00
3942ed3f-4444-4233-9281-e0be826e9afe.png,"arait of a, hour , stunning, wow detail, intricate and ~ jones hour headphones negative negativeopeope nope no not no not but it's not monaisaisa wearing headphones she mon not","photo cartoon illustration comic manga painting of desert environement : 6 fantasy environement, digital painting, volumetric lighting by feng zhu, 3 d alejandro alvarez alena aenami artworks in 4 k beeple, by thomas kinkade hearstone league of legends dofus overwatch ",76.40,1.35,2.40
99a766c1-b6fb-4bbd-b1bb-fadefc90f88d.png,"arait of a, , 4, oct and , ric wearing headphones negative nope no not no not no not but it's not monaisaisa is wearing headphones she not","modern car, close up, quint buchholz, wlop, dan mumford, artgerm, liam brazier, peter mohrbacher, raw, featured on artstation, octane render, cinematic, rugged, intricate, 8 k ",72.61,21.02,0.00
8d1ea196-2dd4-44c5-8a8a-592518d64d55.png,"arait of a of a of, futurism radiant k, octane intricate jo, ric estrada, ron english and ei wearing headphones on negative nope no not no not no not but it's not monaisaisa is wearing headphones she not mon not mon not","photography of james tissot, deep focus, d & d, fantasy, intricate, elegant, highly detailed, digital painting, artstation, concept art, matte, sharp focus, illustration, hearthstone, art by rhads, artgerm and greg rutkowski and alphonse mucha ",78.62,0.86,5.38
d2dc5b4a-8d9d-493e-adfc-20646c3788aa.png,"arait of a,ad, - wave, hyperrealism, futurism 4 k, octane render , ric estrada, ron english and ei wearing headphones negative n nope no not no not no not but it's not monaisaisa is wearing headphones she not","white and brown mothman female by greg rutkowski, insect face, creature, hybrid, detailed wings ",59.21,19.08,1.74
64d37925-f11e-4a2a-9013-edc84832c638.png,"arait of a of a, intricate environment ~, ric est hourada, ron english and ei wearing headphones on negative nope no not no but it's not monaisaisa wearing headphones she not","methane molecule. detailed digital art by greg rutkowski, thomas kinkade, keith parkinson, artstation, cgsociety, 8 k, hd ",68.92,15.54,0.00
