Name,Original prompts,Predict prompts,Quick_ration(Text Similarity),Ration(Text Similarity),Cos 
3d65ad85-0903-4190-8e3d-3857c6d00eae.png,die cut sticker of anime chibi kawaii cute tsundere clover ,a portrait painting of james tissot.,56.84,33.68,7.734781234369076
3d82ac9a-de4b-429b-a718-488e851f6df7.png,die cut sticker of chibi anime cute golf player ,"a portrait painting of james tissot, robot steampunk, floral! horizon zero dawn machine, intricate, elegant, highly detailed, ray tracing, digital painting, artstation, concept art, smooth, sharp focus, illustration, art by artger",34.53,3.5999999999999996,2.9986658431388795
3d881212-ba88-4059-9595-d55e9093af3c.png,"beautiful fluffy cheetah giraffe hybrid mixed creature character concept, with long flowing fur blowing in the wind, wearing headdress of tribal peacock feathers and flowers, detailed painting, renaissance, 4 k ",a portrait painting of jimmy mann!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,21.13,13.38,9.725248246504329
3db84ccd-5a85-450d-8df2-e6ce0ba452a7.png,totempole made out of out cats ,a portrait painting of james tissot.,59.699999999999996,35.82,8.704446792504218
3dbff572-3838-4705-8b7e-1156f68c641f.png,"evil mr rogers from the bloodborne animated series, detailed, 4 k, ",a portrait painting of james tissot.,56.31,9.71,0.0
3de14724-f386-40a0-8658-1f93bd2ab3ed.png,"an ape inside a spacecraft going to the moon by greg rutkowski and thomas kinkade, trending on artstation, 3 d art station ",a portrait painting of james tissot.,42.77,23.9,0.0
3e59a218-ab8f-4ab5-82d7-40c2a7858950.png,"a tragic supernova, clean cel shaded vector art. shutterstock. behance hd by lois van baarle, artgerm, helen huang, by makoto shinkai and ilya kuvshinov, rossdraws, illustration, ","portrait of a dancing eagle woman, beautiful blonde haired lakota sioux goddess, intricate, highly detailed, ray tracing, digital painting, artstation, concept art, smooth, sharp focus, illustration, art by artgerm and g",80.7,6.02,14.19187069135951
3ea71488-06f6-4666-9f2e-716e26af52d4.png,"thorny heart rose, simple vector art on white background ","portrait of a beautiful woman with horns, large piercing blue eyes, long wavy black hair, long black dress with silver jewels, black bat wings on back, detailed background, by tom bagshaw!!!!!!!!!",45.06,30.04,5.7266987891193875
3ebc5f61-db21-4b99-bb59-6c7b85bd027b.png,joe biden dressed as frosty the snowman ,a portrait painting of james tissot.,63.160000000000004,18.42,0.0
3ef13bb5-f55f-4f3c-bc2d-3d0054424b9f.png,"galaxy, view from space, cinematic, by greg rutkowsk, digital painting, unreal engine, volumetric lighting, contrast, cinematic lighting, vibrant colors, in the style of dan mumford ","portrait of a dancing eagle woman, beautiful blonde haired lakota sioux goddess, intricate, highly detailed, ray tracing, digital painting, artstation, concept art, smooth, sharp focus, illustration, art by artgerm and g",84.58,4.4799999999999995,7.230215858648198
3efaef67-7d6a-4712-8a52-5141c52d7942.png,"a black and white ink drawing close - up of a ten year old girl with small nose and large eyes and freckles wearing an enormous winter parka and a hat with rabbit ears, cartoon character ",a portrait painting of james tissot.,30.490000000000002,20.630000000000003,3.535224655478606
3f0795e5-6cae-47cb-9cfe-fc45af5a61d8.png,"christian bale as a 1 8 5 0 s sci - fi soldier eldrad, volumetric dark natural light, dark enlightenment, alchemy, albedo, oil on canvas, by zdzislaw beksinski, jack kirby, tom lovell, alex malveda, greg staples ",portrait of a morphed eagle woman in a white tank top and a tiger in full body!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,46.11,13.08,0.0
3fa09fa6-7827-4e2d-8819-b186fb672a65.png,cruise ship being attacked by many little sharks ,"a portrait painting of james tissot, art in the style of rembrandt!! intricate.",64.05999999999999,31.25,0.0
3fb4bf21-cf8c-4fae-b87a-0d101b5ba68f.png,a snake with a cat's head ,a portrait painting of james tissot.,51.61,35.480000000000004,0.0
3ff61943-c9f7-478f-966e-e2ae5b78a5ee.png,"photoshoot of beautiful lady gaga by irakli nadar with intricate detailed wearing futuristic silhouette post classical neo victorian dress in alexander mcqueen style, haunting, elite, elegant, ruan jia, dark, hyper detailed, concept art, by gustav klimt, ",a portrait painting of james tissot.,24.05,12.370000000000001,3.79419495439416
400aad46-5723-49c0-afc6-a43b705bf8ff.png,"close up circular border with abstract symmetrical designs deep colorful sphere, eye, concept art, nature, deep rivers, planet, fractals, depth of field, roots, fluid simulation in houdini, subsurface scattering, vray octane render, cgsociety ",a portrait painting of james tissot.,24.37,13.62,4.059790926156576
401f374d-bd67-4a75-9c1c-14dee0d85dcf.png,"biohazard! portrait of gandalf, tesla coils!!, dieselpunk in laboratory au naturel, hyper detailed, digital art, trending in artstation, cinematic lighting, studio quality, smooth render, unreal engine 5 rendered, octane rendered, art style by klimt and nixeu and ian sprigger and wlop and krenz cushart ",a portrait painting of james tissot.,20.0,16.470000000000002,6.5247244148836705
40353416-2ebd-48ae-8fe9-d79a3546648a.png,"photo of a white fashion jewelry store, professional photographer ",a portrait painting of james tissot.,62.74999999999999,25.490000000000002,8.704446792504218
40c4e965-9711-4320-aef3-1edea4938e77.png,"a plasticine unicorn, photograph, sharp focus, depth of field, soft lighting, inspired by ray harryhausen, ",a portrait painting of james tissot.,46.150000000000006,22.38,6.489111218323009
40d8d866-8f5d-4926-a7ac-bcd7e241cc5d.png,"cute fluffy baby giraffe panda hybrid mixed creature character concept, with long flowing fur blowing in the wind, wearing headdress of tribal peacock feathers and flowers, detailed painting, renaissance, 4 k ",a portrait painting of james tissot.,27.76,15.509999999999998,9.550083034774941
411eadf7-0c0c-4634-b148-fba6144cfdb9.png,"taylor swift by nick knight, vogue magazine, award winning, photoshoot, dramatic,, cooke anamorphic / i lenses, highly detailed, cinematic lighting ","portrait of a dancing eagle woman, beautiful blonde haired lakota sioux goddess, intricate, highly detailed, ray tracing, digital painting, artstation, concept art, smooth, sharp focus, illustration, art by artgerm and g",75.0,4.35,6.877710909890726
41b9f199-ed8b-4f4b-802b-db3d3aaef870.png,die cut sticker of anime chibi kawaii cute tsundere ,a portrait painting of james tissot.,59.089999999999996,34.089999999999996,8.176804146599938
4201040f-a2ff-4b0f-bb85-62300057a2c7.png,"сat looks out the window inside a cozy room - dramatic complex poster by wlop and okuda genso. featured on pixiv, anime aesthetic. pixiv, warm aesthetic, rays of light, artstation, vanitas, official art, gothic, noise. octane render, redshift render, rtx, ue 4. close up portrait ",a portrait painting of james tissot.,22.15,6.959999999999999,7.3718479913478685
420663c4-411b-40c4-b870-2913fb979a5e.png,a peanut man ,"a portrait painting of james tissot, art in the style of rembrandt!! intricate.",26.090000000000003,19.57,0.0
42346cd8-80f5-4021-837b-571048c8e07b.png,a black cat wearing sunglasses ,"portrait of a beautiful winged goddess with horns by artgerm, highly detailed, digital painting, trending on artstation, concept art, sharp focus, illustration, art by artgerm and greg rutkowski and magali villene",25.41,4.92,0.0
4248fbe3-bc5c-463d-a95a-5d3ef3bd8d03.png,"cute fluffy kitten panda bunny hybrid mixed creature character concept, with long flowing fur blowing in the wind, wearing headdress of peacock feathers and flowers, detailed painting, three quarter profile view, renaissance, 4 k ",a portrait painting of jimmy mann!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,19.8,12.540000000000001,9.076422102895854
428ef7d1-e9b6-4f52-9439-cf989330c54f.png,"nebula explosion, multicolor color scheme, by jesper ejsing and peter mohrbacher and marc simonetti and brom and joseph christian leyendecker and alphonse mucha and james gurney and jean leon gerome, coloreful, highdetailed, drawing, oilpainting ",a portrait painting of james tissot.,24.82,12.770000000000001,2.7444863768767167
42d965e5-a9fa-433c-bc7c-f2c0f354992d.png,"photo cartoon illustration comics manga painting of small sci - fi junkshop in a shipping container, sci - fi, cyberpunk, steampunk, noir, fantasy, digital painting, unreal engine, 8 k, volumetric lighting, contrast ",a portrait painting of james tissot.,27.779999999999998,22.220000000000002,13.721518317809226
4308dd23-f448-425f-aa5f-9bffbd9fb5cd.png,white hamster holding the wheel of a blue qashqai ,a portrait painting of james tissot.,58.14,34.88,8.704446792504218
4323cb4a-cadf-4787-8883-87e95e1a6b63.png,"white fur mothman, big wings on back, mothman moth, by greg rutkowski ","portrait of a beautiful woman with horns, large piercing blue eyes, long wavy black hair, long black dress with silver jewels, black bat wings on back, detailed background, by tom bagshaw!!!!!!!!!",50.38,28.57,9.469853796540416
4332e51f-dbf7-486f-8cbc-4ff0db6f2a77.png,"nebula explosion, multicolor color scheme, by jesper ejsing and peter mohrbacher and marc simonetti and brom and joseph christian leyendecker and ashley wood and james gurney and jean leon gerome, coloreful, highdetailed, drawing, line, oilpainting ","portrait of rugged zeus greek god by victo ngai, kilian eng, victo ngai, loish, rhads, ferdinand knab, makoto shinkai lois van baarle, ily",66.14999999999999,21.709999999999997,1.1241838120932306
437de2c2-e6a4-4f70-aa73-a2695ec0db53.png,"robots building robots in a workshop, oil painting by justin gerard, deviantart ",a portrait painting of james tissot.,56.89999999999999,36.21,6.743557494279506
4398e0fe-ae9e-4d76-84e2-ddab1e60720c.png,"cute fluffy baby giraffe cheetah hybrid mixed creature character concept, with long flowing fur blowing in the wind, wearing headdress of tribal peacock feathers and flowers, detailed painting, renaissance, 4 k ",a portrait painting of james tissot.,27.529999999999998,15.379999999999999,9.550083034774941
43ad462d-e328-4654-8ab9-f369531840a9.png,"a portrait painting of kayla kayden, hybrid oil painting, gentle expression, smiling, elegant clothing, scenic background, behance hd, by jeremy pitkin, alphonse mucha, greg rutkowski, tim hildebrandt, boris vallejo, artgerm ","a portrait painting of a woman, art by annibale carracci in the style of rembrandt!! intricate.",56.87,31.25,16.341312993203577
43dbb727-bd76-498d-8f5c-b64c8607f19f.png,"cyberpunk coral cyborg christian bale jellyfish, highly detailed, digital painting, trending on artstation, concept art, sharp focus, illustration, art by artgerm and greg rutkowski and magali villeneuve ",a portrait painting of james tissot.,29.17,17.5,4.317756466613906
43de1635-3f7e-4246-96ab-0a0255296927.png,"girl sleep snuggled up in a cozy room - poster by wlop, kiyohara tama, krenz cushart, masamune shirow, makoto shinkai. rainy weather. featured on pixiv, anime aesthetic, pixiv, anime, warm aesthetic, cold tones, artstation, vanitas, official art, gothic, noise film photo. detailed face ","portrait of a dancing eagle woman, beautiful blonde haired lakota sioux goddess, intricate, highly detailed, ray tracing, digital painting, artstation, concept art, smooth, sharp focus, illustration, art by artgerm and g",81.66,3.16,7.1877327668661755
44045439-db91-4544-b205-acdc50721490.png,a collection of kitlers ,a portrait painting of james tissot.,56.67,43.33,15.06401849870651
44624fc5-ef8d-4af2-b093-6ad88c637d49.png,"uploading consciousness, peter mohrbacher, denis sarazhin, beeple, greg rutkowski, tomasz alen kopera, vibrant colors, highly detailed, dramatic lighting, 8 k, trending on artstation, very coherent ","portrait of a dancing eagle woman, beautiful blonde haired lakota sioux goddess, intricate, highly detailed, ray tracing, digital painting, artstation, concept art, smooth, sharp focus, illustration, art by artgerm and g",85.17,5.26,6.02592791557981
446e89e7-95eb-40a0-b64e-d5f1119d08a6.png,"''warrior catgirl, diffuse lighting, fantasy, intricate, elegant, highly detailed, lifelike, photorealistic, digital painting, artstation, illustration, concept art, smooth, sharp focus, naturalism, trending on byron's - muse, by greg rutkowski and greg staples and alphonse mucha ",a portrait painting of james tissot.,21.45,15.770000000000001,3.894042845822664
4474c8a4-a28d-4fb5-bfcd-1427a60ca1c5.png,"oil painting full body portrait of mean machine from 2 0 0 0 ad, norman rockwell, glenn fabry, greg staples ","portrait of a dancing eagle woman, beautiful blonde haired lakota sioux goddess, intricate, highly detailed, ray tracing, digital painting, artstation, concept art, smooth, sharp focus, illustration, art by artgerm and g",62.2,4.2700000000000005,7.336145337775378
4481b562-8aa7-4adf-a260-3539f9511bd5.png,"legendary ancient weapon hammer in flames of molted black heavy knight with long pink hair, monumental illustration by gerrit van honthorst and hajime sorayama and edward hopper, illusion surreal art, highly conceptual figurative art, intricate detailed oil illustration, controversial poster art, polish poster art 1 9 8 0 ",a portrait painting of james tissot.,19.439999999999998,12.22,3.0408353796435463
44ab152d-66fc-4d39-9a26-87b2324935b8.png,"cyberpunk coral soldier, highly detailed, digital painting, trending on artstation, concept art, sharp focus, illustration, art by artgerm and greg rutkowski and magali villeneuve ",a portrait painting of jimmy mann!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,24.51,19.759999999999998,4.547124732270484
44d9b640-1157-44c8-95c1-4c6e5295f58f.png,"a very close - up lemon, in concept art of main menu loading screen background. for russian mmorpg by katauri, artstation, behance ",a portrait painting of james tissot.,41.92,25.15,5.39965095470432
452b8ad3-9fb5-47d5-993d-ffa5db56c72a.png,"wonderous punk king with a fiery weapon and with dragon armor, monumental painting by gerrit van honthorst and hajime sorayama and edward hopper, illusion surreal art, highly conceptual figurative art, intricate detailed oil illustration, controversial poster art, polish poster art 1 9 8 0 ","portrait of a beautiful woman with horns, large piercing blue eyes, long wavy black hair, long black dress with silver jewels, black bat wings on back, detailed background, by tom bagshaw!!!!!!!!!",69.82000000000001,23.0,6.5514326478639155
4568d07a-4c8c-4381-8e4b-b096923f5a18.png,"a sad tiny cute chipmunk inside a prison cell behind bars, big eyes, cute face ",a portrait painting of james tissot.,52.17,17.39,0.0
457cad1b-b056-46bc-84f6-02944da318a1.png,"photograph of woman with cyborg cheek, city character portrait, in the style of moebius, tom bagshaw, and waterhouse, cinematic lighting artstation, oil painting, ","portrait of a dancing eagle woman, beautiful blonde haired lakota sioux goddess, intricate, highly detailed art by james jean, ray tracing, digital painting, artstation, concept art, smooth, sharp focus, illustration, art",80.21000000000001,8.33,11.433017932394696
4590946d-6a9a-4704-a11b-cbe02ce3d96a.png,still life with apples ; paul cezanne ; impressionism ; c. 1 8 8 4 ,"portrait of a beautiful woman with horns, large piercing blue eyes, long wavy black hair, long black dress with silver jewels, black bat wings on back, detailed background, by tom bagshaw!!!!!!!!!",42.59,24.33,6.437099366532754
45a80307-9928-49dd-bc5d-cde3b7298ab5.png,"biohazard photo cartoon illustration painting of small sci - fi machine shop in a shipping container, sci - fi, cyberpunk, neon lighting, noir, digital painting, intricate detail, unreal engine, 8 k, volumetric lighting, octane render ",a portrait painting of james tissot.,25.09,20.66,12.71947508811781
46211044-2530-4179-8393-ed26aabbcd0f.png,a photo of borber collie head on gray tabby cat body ,a portrait painting of james tissot.,51.690000000000005,29.21,7.734781234369076
4626b3cf-443d-4908-8c9e-ed6b4847dc53.png,"biohazard! portrait of gandalf, tesla coils!!, dieselpunk dark omnious atmosphere au naturel, hyper detailed, digital art, trending in artstation, cinematic lighting, studio quality, smooth render, unreal engine 5 rendered, octane rendered, art style by klimt and nixeu and ian sprigger and wlop and krenz cushart ",a portrait painting of jim cornette!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,18.970000000000002,13.850000000000001,6.579774753398132
465afe0f-08bb-4797-8fc8-9d97a4cd6290.png,cristina kirchner ,a portrait painting of james tissot.,48.15,29.630000000000003,0.0
466bb3ed-3509-45e6-8459-565724036416.png,"lightbright skull with headphones, d & d, beautiful lighting, lasers, synthesizers, intricate detail, highly realistic, ",a portrait painting of james tissot.,38.46,23.080000000000002,0.0
4673e9c8-ad77-4a66-af8e-03d763e97335.png,"a surreal * * cognitive illusion * * of an afro nebula, by oleg shupliak and jeffrey smith, oil on canvas, afrofuturism!, surrealism, astrophotography ","portrait of a beautiful woman with horns, large piercing blue eyes, long wavy black hair, long black dress with silver jewels, black bat wings on back, detailed background, by tom bagshaw!!!!!!!!!",77.23,14.41,5.846470923886447
467e7bca-e23c-454f-a535-9d11c765b0e2.png,"fluorescent luminescent neon microbe, in the style of dan mumford, macro lens, shallow depth of field, highly detailed, digital painting, trending artstation, concept art, illustration, cinematic lighting, vibrant colors, photorealism, epic, octane render, giger ",a portrait painting of james tissot.,22.74,15.379999999999999,13.093313646877103
4689eb72-1f04-48a0-b929-c40dd2cc077c.png,"beautiful landscape, environment, colors, film, dramatic, cinematic, highly detailed, mid day, large scale, hyperrealistic, realistic lighting, octane render, by wlop, artgerm, trending on artstation hd, 8 k, clear, sharp ","portrait of a dancing eagle woman, beautiful blonde haired lakota sioux goddess, intricate, highly detailed, ray tracing, digital painting, artstation, concept art, smooth, sharp focus, illustration, art by artgerm and g",86.88,10.86,13.915835065017149
46b85ac1-2e31-46de-91c2-c7d0a6d93333.png,"cyberpunk coral rockstar, highly detailed, digital painting, trending on artstation, concept art, sharp focus, illustration, art by artgerm and greg rutkowski and magali villeneuve ",a portrait painting of jimmy mann!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,24.41,19.689999999999998,4.547124732270484
46c53f45-b270-456f-8846-26aedcd6685e.png,"blurry and dreamy screencap of a character from 8 0 s horror anime, vampire woman with short hair wearing dress suit with tie, satoshi kon anime, character design by yoshitaka amano and junji ito, glitchy vhs tape, streets of night tokyo in the background, perfect blue color palette, noisy film grain effect, blurry image ",a portrait painting of james tissot.,19.5,10.58,6.156253736228128
46f8ae4b-6e93-4524-9e82-dd2eff6b9fdd.png,"cloud explosion, multicolor color scheme, by ian fisher, jesper ejsing and peter mohrbacher and marc simonetti and brom and alphonse mucha and james gurney and jean leon gerome, coloreful, highdetailed, drawing, oilpainting ","portrait of a beautiful woman with horns, large piercing blue eyes, long wavy black hair, long black dress with silver jewels, black bat wings on back, detailed background, fantasy, highly detailed, artstation, sharp focus illustration, masterpiece,",81.17999999999999,0.8500000000000001,0.0
4702801f-3dce-4642-9e9e-235ecb57edde.png,"photo illustration comics manga painting of small sci - fi machine shop in a shipping container, sci - fi, cyberpunk, neon lighting, noir, fantasy, digital painting, intricate detail, unreal engine, 8 k, volumetric lighting ",a portrait painting of james tissot.,26.150000000000002,19.23,12.902334223915979
474df314-c0cb-4479-a76d-7a9400c89cc1.png,"ufo drawing an ancient city, photo of a 1 5 th century codex book, 8 k ",a portrait painting of james tissot.,52.339999999999996,26.169999999999998,7.357474610589511
474fd8af-30ee-4c8a-bf6a-76a99e02a7f3.png,"on the copying machine there are several planets earth, on the background of the office, a table with a coffee machine, gray wallpaper, glossy ceiling, bright glow from the copying machine, glare from lamps, a large window ","a portrait painting of james tissot, art in the style of rembrandt!! intricate.",49.01,11.92,12.70005896781607
4754616e-cd52-4a5f-a9b7-6f3a9d569d6b.png,"white and brown mothman female by greg rutkowski, by cronenberg, insect face, creature, hybrid, bug, detailed, creepy ","portrait of a beautiful woman with horns, large piercing blue eyes, long wavy black hair, long black dress with silver jewels, black bat wings on back, detailed background, by tom bagshaw!!!!!!!!!",71.97,29.94,5.9803533281018275
47707ddf-600c-41db-8487-98e048ca4813.png,"being john malkovich in the lego movie, movie still, cinematic lighting, ray tracing, octane render, long lens, shallow depth of field, bokeh, anamorphic lens flare, 8 k, hyper detailed, 3 5 mm film grain ",a portrait painting of james tissot.,29.049999999999997,11.62,4.1199281261625424
477403da-df7f-44c3-bd2f-384efc44bff1.png,"white fur mothman, big wings on back, mothman moth, six arms, amazing movie still hd ",a portrait painting of james tissot.,52.89,26.450000000000003,0.0
47950695-38ed-4137-843d-4fd952451de7.png,"silence, beautiful landscape, environment, cinematic, highly detailed, mid day, large scale, hyperrealistic, realistic lighting, octane render, by wlop, artgerm, by alena aenami, trending on artstation, hd, 8 k, clear, sharp ","a portrait painting of james tissot, art in the style of rembrandt!! intricate.",48.68,21.05,0.0
47bdff66-19d6-4a65-ae6f-dd85ae5a007a.png,"a hedgehog kitten, with cat face and hedgehog body, photo taken by a nikon, sharp focus, highly detailed ",a portrait painting of james tissot.,43.97,11.35,0.0
47d72ea9-8067-4693-97cb-f9ad34838518.png,"teak god, highly detailed, portrait, digital painting, trending on artstation, concept art, sharp focus, illustration, art by artgerm and greg rutkowski and magali villeneuve ","portrait of a beautiful woman with horns, large piercing blue eyes, long wavy black hair, long black dress with silver jewels, detailed background, highly detailed, portrait, sharp focus illustration, highly detailed, digital painting, artstation, concept art",80.17999999999999,7.37,28.36998810071099
47e24846-f28a-4076-b046-f763f82efef3.png,"photo cartoon illustration comic manga painting of kitchen environement : 6 fantasy environement, digital painting, volumetric lighting by feng zhu, 3 d alejandro alvarez alena aenami artworks in 4 k beeple, by thomas kinkade hearstone league of legends dofus overwatch ",a portrait painting of james tissot.,22.88,17.65,16.38837637306354
481f488d-43de-4f9a-a54c-7dc9b7ad9098.png,oil painting by ingres of whistler's mother. ,a portrait painting of james tissot.,71.6,54.32,20.613696606828608
48341bc5-67d7-420f-92fa-893eeb03592c.png,"robots building robots in a workshop, oil painting by justin gerard, deviantart ","a portrait of girl alchemist in blue dress, witch hat, silver magic, fantasy, dungeons and dragons, an ultrafine detailed painting, chibi, detailed painting, boris valejo.",61.35,27.889999999999997,8.672191372255348
48363561-36d1-482f-aa2e-0ceed8993d20.png,"a hedgehog kitten, with hedgehog face and cat body, photo taken by a nikon, sharp focus, highly detailed ",a portrait painting of james tissot.,43.97,11.35,0.0
48471224-6425-4aaf-a35e-0666e9c0083f.png,"botanical illustration of peachy pink mushroom family with black spots!!! and black circle!!! bristles!!! growing in moss, in greenhouse, herbology, realistic, matte painting, by sheldrake, ",a portrait painting of james tissot.,30.09,16.81,9.550083034774941
485f2c5a-d0bb-4ecb-8f8f-ffedc6b39cdd.png,oil painting by delacroix of a horse not at all frightened by a thunderstorm. ,a portrait painting of james tissot.,57.89,36.84,14.012086798868085
487e227f-7ea3-40df-8af3-86f02842e774.png,die cut sticker of anime chibi kawaii cute tsundere unicorn ,a portrait painting of james tissot.,56.25,33.33,7.734781234369076
4895edcc-60c7-4e8a-b4f9-bc691ffff874.png,"a tragic supernova. clean cel shaded vector art. shutterstock. behance hd, illustration ","portrait of a beautiful woman with horns, large piercing blue eyes, long wavy black hair, long black dress with silver jewels, black bat wings on back, detailed background, by tom bagshaw!!!!!!!!!",59.86,11.97,0.0
48edcf11-a54b-4082-8ae3-c677036b1080.png,"nebula explosion, multicolor color scheme, by jesper ejsing and peter mohrbacher and marc simonetti and brom and joseph christian leyendecker and ashley wood and james gurney and jean leon gerome, coloreful, highdetailed, drawing, line, oilpainting ","portrait of rugged zeus greek god by victo ngai, kilian eng, loish, rhads, ferdinand knab, makoto shinkai lois van baarle, ilya kuvshin",65.10000000000001,18.23,1.2480418215902398
492df426-710a-4b9d-8ac6-4ce4ae11a2f0.png,a photo of border collie head on gray tabby cat body ,a portrait painting of james tissot.,51.690000000000005,29.21,7.734781234369076
492efbb6-aa4f-496c-ba6a-5f7aced76380.png,a white hamster dancing on a disco dance 7 0 s ,a portrait painting of james tissot.,60.24,43.37,0.0
49353c56-b4f0-4cb5-b9d5-748b132b3901.png,a photo of border collie head on gray tabby cat body ,a portrait painting of james tissot.,51.690000000000005,29.21,7.734781234369076
497459d0-3a23-4301-b731-9a5b813a97a6.png,"venice, by gerardo dottori, ",a portrait painting of james tissot.,53.12,21.88,0.0
497568d8-bb5f-4d43-9617-c98589a0e990.png,"a retro minimalistic cute kitty enamel pin, hd, concept art ",a portrait painting of james tissot.,60.419999999999995,39.58,0.0
49ab5034-cd16-4073-b7bc-fe1fefb68836.png,"cute fluffy baby giraffe lion hybrid mixed creature character concept, with long flowing mane blowing in the wind, wearing and headdress of tribal peacock feathers and flowers, detailed painting, renaissance, 4 k ",a portrait painting of james tissot.,27.310000000000002,15.260000000000002,9.076422102895854
49f08ea7-103a-4862-9999-a0c71e6fb09b.png,adorable sapphire bunny creature ,a portrait painting of james tissot.,55.06999999999999,23.189999999999998,0.0
4a0a2e66-56a9-4bfb-91f5-edbecac08d07.png,"blurry and dreamy screencap of a character from 8 0 s horror anime, vampire woman with short hair wearing dress suit with tie, satoshi kon anime, character design by yoshitaka amano and junji ito, glitchy vhs tape, streets of night tokyo in the background, perfect blue color palette, noisy film grain effect, blurry image ",portrait of a beautiful winged goddess with horns by tom bagshaw!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,30.330000000000002,17.54,11.431319198057583
4a0ae96f-505a-4f39-a634-ff7dfee31918.png,"cute white fluffy baby giraffe cheetah lion cat hybrid mixed creature character concept, with long flowing fur blowing in the wind, wearing headdress of tribal peacock feathers and flowers, detailed painting, renaissance, 4 k ",a portrait painting of james tissot.,25.95,12.98,9.076422102895854
4afcc646-e143-428e-b114-0cf2bb9fb75c.png,"a magical violin made of marble, 🌼🌻🍂, 8 k, matte painting, early morning light, cinematic light, in the style of mark ryden and mc escher and ernst haeckel, ",a portrait painting of jimmy mann!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,26.96,19.13,14.449789508899318
4b13f875-1835-493e-b143-59958c608e4a.png,"a surreal * * cognitive illusion * * of an afro nebula third eye awakening, brain key, by oleg shupliak and jeffrey smith, oil on canvas, afrofuturism!, surrealism, astrophotography ","portrait of a dancing eagle woman, beautiful blonde haired lakota sioux goddess, intricate, highly detailed, ray tracing, digital painting, artstation, concept art, smooth, sharp focus, illustration, art by artgerm and g",81.58999999999999,6.97,5.890610461626277
4b20942e-a60a-4aed-ba4b-e625c53e837c.png,oil painting by cassius marcellus coolidge of some dogs playing poker. ,a portrait painting of james tissot.,57.940000000000005,33.64,15.973937686327607
4b7d4856-e6a0-4a7b-9c63-be2bf4b63857.png,"symmetry!! portrait of 4 - lom, sci - fi, tech wear, glowing lights!! intricate, elegant, highly detailed, digital painting, artstation, concept art, smooth, sharp focus, illustration, art by artgerm and greg rutkowski and alphonse mucha ",a portrait painting of james tissot.,24.82,18.98,13.78036153953536
4b8e9612-809c-4c67-b125-c54c36cee9f5.png,"robots making new robots in a workshop, oil painting by justin gerard, deviantart, warm colors ",a portrait painting of james tissot.,51.910000000000004,32.06,6.056186021915365
4bae4512-79e5-41cc-944c-2045c2772d28.png,"beautiful elegant regal white fluffy giraffe cheetah lion rabbit hybrid mixed creature character concept, with long flowing fur blowing in the wind, wearing headdress of tribal peacock feathers and flowers, detailed painting, renaissance, 4 k ",a portrait painting of james tissot.,24.37,13.62,8.933533596352179
4be933ae-fdfb-45a0-bfa8-bb60f20270d4.png,"mila kunis intricate face portrait of perfect 1 9 3 0 s suburban house wife cooking a meal in 1 9 3 0 s kitchen, ben ross ",a portrait painting of james tissot.,43.04,31.65,13.045377565198956
4bec36d8-6475-48a3-9f33-f02a0bed1bdf.png,an award winning pulitzer price photograph of trump and putin sitting on a unicorn. wide angle ,a portrait painting of james tissot.,50.38,27.48,6.261451546913585
4c346678-d9f9-41f3-a17f-59705f4b6fb8.png,"ian curtis dancing, charcoal on concrete, ",a portrait painting of jimmy norcott!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,40.68,27.12,0.0
4c3daf3a-1a7b-4aee-92f1-62dd0e3e0e09.png,"a surreal * * cognitive illusion * *, ( galactic flower garden )!, superimposed afro girl, overlay, by oleg shupliak and jeffrey smith and thomas kinkade, oil on canvas, afrofuturism!, surrealism, astrophotography ","a portrait of girl alchemist in blue dress, witch hat, fantasy, dungeons and dragons, an ultrafine detailed painting, chibi, detailed painting, boris valejo.",76.01,24.26,6.131166351083841
4c440afa-b266-4506-a568-2b5efa65e53d.png,"cute fluffy baby giraffe cat rabbit lion hybrid mixed creature character concept, with long flowing mane blowing in the wind, wearing headdress of tribal peacock feathers and flowers, detailed painting, renaissance, 4 k ",a portrait painting of james tissot.,26.56,14.84,9.22639385255611
4c865ac7-43a5-49f0-896c-168868f5da15.png,"a photorealistic impressionist painting of a handsome news reporter with a symmetric face interviewing with a sausage as a microphone, a frankfurter sausage as microphone, breaking news, in the style of hopper ",a portrait painting of james tissot.,27.639999999999997,21.14,12.71947508811781
4c8ba288-949d-44c3-abf1-9955191d4f52.png,"a clay model of a mythological hydra monster with many heads, intricate details, photograph, sharp focus, depth of field, cinematic lighting, inspired by ray harryhausen, ","portrait of rugged zeus greek god by victo ngai, kilian eng, loish, rhads, ferdinand knab, makoto shinkai lois van baarle, ilya kuvshin",77.12,24.18,6.979913278896978
